VBELN,WAERS,VKORG,KUNNR,CTLPC,LFART,AMTBL
500005867,USD,1001,100118,R01,ZLF,0
500005868,USD,1001,100118,R01,ZLF,0
500005869,USD,1001,100118,R01,ZLF,0
500005870,USD,1002,2902,R99,ZLF,0
500005871,USD,2002,100207,R01,ZLF,0
500005872,USD,1002,100201,R01,ZLF,0
500005873,TWD,1005,100003,R01,ZLF,0
500005874,USD,2002,100213,R01,ZLF,0
500005875,USD,1003,100179,R01,ZLF,0
500005876,USD,1003,100366,R01,ZLF,0
500005877,TWD,1002,1006,,ZNL,0
500005878,USD,1003,100178,R01,ZLF,0
500005879,USD,1001,100118,R01,ZLF,0
500005880,TWD,1006,1002,,ZNL,0
500005881,TWD,1006,1002,,ZNL,0
500005882,TWD,1006,1002,,ZNL,0
500005883,TWD,1011,1002,,ZNL,0
500005884,TWD,1011,1002,,ZNL,0
500005885,USD,1004,100223,R01,ZLF,0
500005886,TWD,1005,100014,R01,ZLF,0
500005887,TWD,1005,100379,R01,ZLF,0
500005888,TWD,1005,100018,R01,ZLF,0
500005889,TWD,1005,100012,R01,ZLF,"87,977"
500005890,TWD,1005,100382,R01,ZLF,"61,551"
500005891,TWD,1005,100382,R01,ZLF,0
500005892,USD,1005,100016,R01,ZLF,0
500005893,TWD,1002,1007,,ZNL,0
500005894,TWD,1002,1007,,ZNL,0
500005895,TWD,1007,100110,R01,ZLF,0
500005896,USD,2002,100207,R01,ZLF,0
500005897,USD,2002,100207,R01,ZLF,0
500005898,USD,2002,100207,R01,ZLF,0
500005899,USD,1002,2002,,ZNLC,0
500005900,USD,1002,2002,,ZNLC,0
500005901,USD,1002,100203,R01,ZLF,0
500005902,USD,2002,1002,,ZNLC,0
500005903,USD,2002,1002,,ZNLC,0
500005904,USD,2002,1002,,ZNLC,0
500005905,USD,2002,1002,,ZNLC,0
500005906,USD,2002,1002,,ZNLC,0
500005907,TWD,1005,100371,R01,ZLF,0
500005908,TWD,1005,100379,R01,ZLF,0
500005909,TWD,1007,100097,R01,ZLF,0
500005910,TWD,1007,100097,R01,ZLF,0
500005911,USD,1001,100161,R01,ZLF,0
500005912,USD,1001,100161,R01,ZLF,0
500005913,USD,1001,100161,R01,ZLF,0
500005914,USD,1001,100161,R01,ZLF,0
500005915,USD,1001,100118,R01,ZLF,0
500005916,USD,1001,100161,R01,ZLF,0
500005917,USD,1001,100161,R01,ZLF,0
500005918,USD,1001,100161,R01,ZLF,0
500005919,USD,2002,100208,R01,ZLF,0
500005920,TWD,1001,100133,R01,ZLF,"266,268"
500005921,TWD,1001,100124,R01,ZLF,"11,456"
500005922,TWD,1001,100125,R01,ZLF,0
500005923,USD,1002,100197,R01,ZLF,0
500005924,TWD,1011,100347,R01,ZLF,"525,000"
500005925,TWD,1011,100347,R01,ZLF,0
500005926,TWD,1005,100018,R01,ZLF,0
500005927,TWD,1005,100012,R01,ZLF,"28,035"
500005928,TWD,1005,100008,R01,ZLF,"67,809"
500005929,USD,2002,100207,R01,ZLF,0
500005930,USD,2002,100207,R01,ZLF,0
500005931,USD,2002,100207,R01,ZLF,0
500005932,USD,2002,100207,R01,ZLF,0
500005933,USD,2002,100207,R01,ZLF,0
500005934,USD,1003,100179,R01,ZLF,0
500005935,TWD,1002,1006,,ZNL,0
500005936,TWD,1006,1002,,ZNL,0
500005937,USD,1001,100118,R01,ZLF,0
500005938,USD,1002,100201,R01,ZLF,0
500005939,TWD,1007,100372,R01,ZLF,0
500005940,USD,2002,100213,R01,ZLF,0
500005941,TWD,1005,100371,R01,ZLF,0
500005942,USD,2002,100213,R01,ZLF,0
500005943,USD,2002,100207,R01,ZLF,0
500005944,USD,1004,100278,R01,ZLF,0
500005945,TWD,1007,100052,R01,ZLF,0
500005946,TWD,1002,1006,,ZNL,0
500005947,TWD,1006,1002,,ZNL,0
500005948,USD,1005,100367,R01,ZLF,"2,651"
500005949,TWD,1006,1002,,ZNL,0
500005950,USD,1005,100367,R01,ZLF,"9,919"
500005951,USD,2002,100207,R01,ZLF,0
500005952,USD,1001,100118,R01,ZLF,0
500005953,USD,1003,100178,R01,ZLF,0
500005954,USD,1003,100366,R01,ZLF,0
500005955,USD,1003,100179,R01,ZLF,0
500005956,USD,1003,100179,R01,ZLF,0
500005957,USD,1004,100277,R01,ZLF,"198,070"
500005958,TWD,1005,100382,R01,ZLF,"126,599"
500005959,TWD,1005,100385,R01,ZLF,0
500005960,TWD,1005,100014,R01,ZLF,0
500005961,TWD,1005,100018,R01,ZLF,0
500005962,TWD,1005,100012,R01,ZLF,"58,338"
500005963,USD,1002,100200,R01,ZLF,0
500005964,USD,2002,100208,R01,ZLF,0
500005965,TWD,1011,1002,,ZNL,0
500005966,USD,1001,100118,R01,ZLF,0
500005967,USD,1001,100118,R01,ZLF,0
500005968,USD,1001,100118,R01,ZLF,0
500005969,USD,1004,100305,R01,ZLF,"257,441"
500005970,TWD,1005,100024,R01,ZLF,0
500005971,USD,2002,100207,R01,ZLF,0
500005972,TWD,1005,100004,R01,ZLF,0
500005973,TWD,1005,100008,R01,ZLF,"30,072"
500005974,USD,1003,100180,R01,ZLF,0
500005975,USD,1001,100161,R01,ZLF,0
500005976,USD,1005,100367,R01,ZLF,0
500005977,TWD,1007,100402,R01,ZLF,"33,000"
500005978,USD,1001,100033,R01,ZLF,0
500005979,USD,2002,100207,R01,ZLF,0
500005980,USD,1004,100370,R01,ZLF,0
500005981,USD,2002,100213,R01,ZLF,0
500005982,USD,2002,1002,,ZNLC,0
500005983,USD,2002,1002,,ZNLC,0
500005984,TWD,1002,1006,,ZNL,0
500005985,USD,1004,100279,R01,ZLF,0
500005986,TWD,1002,1006,,ZNL,0
500005987,USD,1001,100118,R01,ZLF,0
500005988,USD,1002,2002,,ZNLC,0
500005989,USD,2002,100207,R01,ZLF,0
500005990,USD,1002,2002,,ZNLC,0
500005991,TWD,1005,100379,R01,ZLF,"20,013"
500005992,TWD,1001,100128,R01,ZLF,"29,621"
500005993,TWD,1005,100018,R01,ZLF,"63,315"
500005994,TWD,1005,100011,R01,ZLF,0
500005995,TWD,1005,100012,R01,ZLF,"60,443"
500005996,TWD,1005,100385,R01,ZLF,0
500005997,USD,1002,100201,R01,ZLF,0
500005998,USD,1005,100364,R01,ZLF,"81,126"
500005999,USD,1004,100224,R01,ZLF,0
500006000,TWD,1006,1002,,ZNL,0
500006001,TWD,1006,1002,,ZNL,0
500006002,TWD,1006,1002,,ZNL,0
500006003,TWD,1011,1002,,ZNL,0
500006004,USD,1005,100367,R01,ZLF,"23,809"
500006005,USD,1003,100179,R01,ZLF,0
500006006,USD,1003,100179,R01,ZLF,0
500006007,TWD,1005,100024,R01,ZLF,0
500006008,TWD,1005,100015,R01,ZLF,0
500006009,USD,1002,2902,R99,ZLF,0
500006010,USD,2002,100207,R01,ZLF,0
500006011,USD,1002,2902,R99,ZLF,0
500006012,USD,2002,100207,R01,ZLF,0
500006013,USD,1004,100273,R01,ZLF,"7,852,726"
500006014,USD,1002,2902,R99,ZLF,0
500006015,USD,2002,100207,R01,ZLF,0
500006016,TWD,1005,100004,R01,ZLF,"59,850"
500006017,TWD,1005,100012,R01,ZLF,"33,228"
500006018,USD,1002,2902,R99,ZLF,0
500006019,USD,2002,100207,R01,ZLF,0
500006020,USD,1002,100203,R01,ZLF,0
500006021,USD,1004,100270,R01,ZLF,0
500006022,USD,1004,100307,R01,ZLF,0
500006023,TWD,1005,100371,R01,ZLF,0
500006024,TWD,1011,1002,,ZNL,0
500006025,USD,1002,2002,,ZNLC,0
500006026,USD,1004,100273,R01,ZLF,"214,633"
500006027,USD,1002,100203,R01,ZLF,0
500006028,USD,1007,100037,R01,ZLF,0
500006029,USD,1002,100201,R01,ZLF,0
500006030,USD,1005,100021,R01,ZLF,"338,526"
500006031,TWD,1007,100413,R01,ZLF,0
500006032,TWD,1005,100018,R01,ZLF,0
500006033,TWD,1005,100382,R01,ZLF,0
500006034,TWD,1005,100382,R01,ZLF,0
500006035,EUR,1004,100244,R01,ZLF,0
500006036,USD,1003,100182,R01,ZLF,"192,163"
500006037,TWD,1003,100188,R01,ZLF,0
500006038,USD,1003,100179,R01,ZLF,0
500006039,USD,1003,100179,R01,ZLF,0
500006040,USD,1003,100366,R01,ZLF,0
500006041,USD,1002,100200,R01,ZLF,0
500006042,TWD,1001,100137,R01,ZLF,0
500006043,TWD,1001,100137,R01,ZLF,0
500006044,TWD,1001,100140,R01,ZLF,0
500006045,USD,2002,100213,R01,ZLF,0
500006046,USD,1002,100201,R01,ZLF,0
500006047,TWD,1005,100382,R01,ZLF,"116,844"
500006048,TWD,1005,100012,R01,ZLF,"28,557"
500006049,TWD,1005,100018,R01,ZLF,0
500006050,TWD,1005,100014,R01,ZLF,0
500006051,USD,2002,100207,R01,ZLF,0
500006052,USD,1001,100118,R01,ZLF,0
500006053,USD,1001,100118,R01,ZLF,0
500006054,USD,1001,100118,R01,ZLF,0
500006055,USD,1001,100118,R01,ZLF,0
500006056,USD,1001,100118,R01,ZLF,0
500006057,USD,1001,100118,R01,ZLF,0
500006058,USD,1001,100118,R01,ZLF,0
500006059,USD,1001,100118,R01,ZLF,0
500006060,USD,1001,100118,R01,ZLF,0
500006061,USD,1001,100118,R01,ZLF,0
500006062,USD,1001,100118,R01,ZLF,0
500006063,USD,1001,100118,R01,ZLF,0
500006064,USD,1001,100118,R01,ZLF,0
500006065,TWD,1006,1002,,ZNL,0
500006066,TWD,1006,1002,,ZNL,0
500006067,USD,2002,100207,R01,ZLF,0
500006068,USD,1002,2002,,ZNLC,0
500006069,USD,2002,1002,,ZNLC,0
500006070,USD,2002,100213,R01,ZLF,0
500006071,TWD,1005,100012,R01,ZLF,"4,056"
500006072,TWD,1005,100004,R01,ZLF,"7,350"
500006073,TWD,1005,100379,R01,ZLF,0
500006074,USD,1002,2002,,ZNLC,0
500006075,USD,1002,2002,,ZNLC,0
500006076,USD,1002,2002,,ZNLC,0
500006077,USD,1001,100118,R01,ZLF,0
500006078,TWD,1007,100414,R01,ZLF,0
500006079,USD,1001,100118,R01,ZLF,0
500006080,USD,1002,2902,R99,ZLF,0
500006081,USD,1002,2902,R99,ZLF,0
500006082,USD,2002,100207,R01,ZLF,0
500006083,USD,2002,100207,R01,ZLF,0
500006084,USD,1001,100405,R01,ZLF,"30,918"
500006085,USD,1001,100170,R01,ZLF,0
500006086,USD,1001,100170,R01,ZLF,0
500006087,USD,1001,100171,R01,ZLF,0
500006088,USD,1001,100033,R01,ZLF,0
500006089,USD,1001,100033,R01,ZLF,0
500006090,TWD,1005,100008,R01,ZLF,0
500006091,TWD,1005,100379,R01,ZLF,0
500006092,TWD,1005,100004,R01,ZLF,0
500006093,TWD,1005,100012,R01,ZLF,0
500006094,TWD,1011,1002,,ZNL,0
500006095,USD,1005,100022,R01,ZLF,"363,192"
500006096,TWD,1011,1002,,ZNL,0
500006097,USD,1001,100118,R01,ZLF,0
500006098,USD,2002,100207,R01,ZLF,0
500006099,TWD,1005,100008,R01,ZLF,"85,218"
500006100,TWD,1005,100004,R01,ZLF,"28,928"
500006101,TWD,1005,100018,R01,ZLF,0
500006102,TWD,1005,100012,R01,ZLF,"112,317"
500006103,TWD,1005,100015,R01,ZLF,0
500006104,TWD,1005,100385,R01,ZLF,0
500006105,USD,1002,100201,R01,ZLF,0
500006106,USD,1002,100195,R01,ZLF,0
500006107,USD,1001,100119,R01,ZLF,0
500006108,USD,1001,100118,R01,ZLF,0
500006109,USD,1001,100118,R01,ZLF,0
500006110,USD,1001,100118,R01,ZLF,0
500006111,USD,1001,100118,R01,ZLF,0
500006112,USD,1001,100118,R01,ZLF,0
500006113,USD,1001,100118,R01,ZLF,0
500006114,USD,1001,100118,R01,ZLF,0
500006115,USD,1001,100118,R01,ZLF,0
500006116,USD,1001,100118,R01,ZLF,0
500006117,USD,1001,100118,R01,ZLF,0
500006118,USD,1001,100118,R01,ZLF,0
500006119,USD,1001,100118,R01,ZLF,0
500006120,USD,1001,100118,R01,ZLF,0
500006121,USD,1001,100118,R01,ZLF,0
500006122,USD,1001,100118,R01,ZLF,0
500006123,USD,1001,100118,R01,ZLF,0
500006124,USD,1001,100118,R01,ZLF,0
500006125,USD,2002,1002,,ZNLC,0
500006126,USD,2002,1002,,ZNLC,0
500006127,USD,2002,1002,,ZNLC,0
500006128,USD,2002,1002,,ZNLC,0
500006129,USD,2002,1002,,ZNLC,0
500006130,USD,1001,100118,R01,ZLF,0
500006131,TWD,1002,1007,,ZNL,0
500006132,USD,1001,100118,R01,ZLF,0
500006133,USD,1001,100118,R01,ZLF,0
500006134,USD,1001,100118,R01,ZLF,0
500006135,TWD,1002,1007,,ZNL,0
500006136,USD,1001,100118,R01,ZLF,0
500006137,USD,1001,100118,R01,ZLF,0
500006138,USD,1002,2902,R99,ZLF,0
500006139,USD,1002,2902,R99,ZLF,0
500006140,USD,2002,100207,R01,ZLF,0
500006141,USD,1002,2902,R99,ZLF,0
500006142,USD,1002,2902,R99,ZLF,0
500006143,USD,2002,100207,R01,ZLF,0
500006144,TWD,1011,1002,,ZNL,0
500006145,USD,1003,100179,R01,ZLF,0
500006146,USD,1001,100118,R01,ZLF,0
500006147,TWD,1002,1006,,ZNL,0
500006148,TWD,1002,1006,,ZNL,0
500006149,TWD,1002,1006,,ZNL,0
500006150,TWD,1007,100372,R01,ZLF,0
500006151,USD,1001,100118,R01,ZLF,0
500006152,USD,1005,100022,R01,ZLF,0
500006153,TWD,1011,1002,,ZNL,0
500006154,USD,1007,100036,R01,ZLF,0
500006155,USD,1001,100118,R01,ZLF,0
500006156,USD,1005,100364,R01,ZLF,"73,797"
500006157,USD,1001,100118,R01,ZLF,0
500006158,TWD,1005,100018,R01,ZLF,0
500006159,TWD,1005,100024,R01,ZLF,0
500006160,TWD,1005,100011,R01,ZLF,0
500006161,TWD,1005,100382,R01,ZLF,"74,057"
500006162,TWD,1005,100371,R01,ZLF,0
500006163,TWD,1005,100024,R01,ZLF,0
500006164,USD,1001,100118,R01,ZLF,0
500006165,USD,1001,100118,R01,ZLF,0
500006166,USD,1001,100118,R01,ZLF,0
500006167,USD,1001,100118,R01,ZLF,0
500006168,USD,1005,100022,R01,ZLF,"465,671"
500006169,USD,1001,100118,R01,ZLF,0
500006170,USD,1002,2902,R99,ZLF,0
500006171,USD,2002,100207,R01,ZLF,0
500006172,TWD,1007,100097,R01,ZLF,0
500006173,TWD,1007,100387,R01,ZLF,0
500006174,TWD,1006,1002,,ZNL,0
500006175,TWD,1006,1002,,ZNL,0
500006176,TWD,1011,1002,,ZNL,0
500006177,USD,1005,100416,R01,ZLF,0
500006178,USD,1002,2902,R99,ZLF,0
500006179,USD,2002,100207,R01,ZLF,0
500006180,USD,1002,2902,R99,ZLF,0
500006181,USD,2002,100208,R01,ZLF,0
500006182,USD,1002,2902,R99,ZLF,0
500006183,USD,2002,100208,R01,ZLF,0
500006184,TWD,1007,100042,R01,ZLF,0
500006185,TWD,1007,100105,R01,ZLF,0
500006186,USD,1002,2902,R99,ZLF,0
500006187,USD,2002,100207,R01,ZLF,0
500006188,USD,1005,100367,R01,ZLF,"2,057"
500006189,USD,1005,100367,R01,ZLF,"5,410"
500006190,TWD,1005,100014,R01,ZLF,0
500006191,TWD,1005,100379,R01,ZLF,0
500006192,TWD,1005,100385,R01,ZLF,"60,701"
500006193,TWD,1005,100004,R01,ZLF,"21,473"
500006194,USD,1002,2902,R99,ZLF,0
500006195,USD,1002,2902,R99,ZLF,0
500006196,USD,2002,100208,R01,ZLF,0
500006197,TWD,1001,100133,R01,ZLF,"162,993"
500006198,TWD,1001,100125,R01,ZLF,0
500006199,TWD,1001,100128,R01,ZLF,"2,660"
500006200,USD,1003,100179,R01,ZLF,0
500006201,USD,1003,100366,R01,ZLF,0
500006202,USD,1003,100178,R01,ZLF,0
500006203,TWD,1003,100188,R01,ZLF,0
500006204,TWD,1005,100011,R01,ZLF,0
500006205,TWD,1005,100382,R01,ZLF,"36,152"
500006206,USD,1002,100212,R01,ZLF,"737,179"
500006207,TWD,1005,100018,R01,ZLF,0
500006208,TWD,1005,100012,R01,ZLF,"36,356"
500006209,USD,1001,100118,R01,ZLF,0
500006210,USD,1001,100118,R01,ZLF,0
500006211,USD,2002,100207,R01,ZLF,0
500006212,USD,1002,2902,R99,ZLF,0
500006213,USD,1002,2902,R99,ZLF,0
500006214,USD,2002,100207,R01,ZLF,0
500006215,USD,1005,100364,R01,ZLF,"252,990"
500006216,USD,1002,100212,R01,ZLF,0
500006217,USD,1005,100021,R01,ZLF,"991,902"
500006218,USD,1005,100367,R01,ZLF,"384,682"
500006219,USD,1005,100010,R01,ZLF,"540,684"
500006220,USD,1003,100182,R01,ZLF,"392,728"
500006221,USD,2002,100207,R01,ZLF,0
500006222,USD,2002,100207,R01,ZLF,0
500006223,USD,2002,100207,R01,ZLF,0
500006224,TWD,1011,1002,,ZNL,0
500006225,USD,1003,100179,R01,ZLF,0
500006226,USD,1004,100255,R01,ZLF,0
500006227,USD,1004,100280,R01,ZLF,0
500006228,TWD,1011,1002,,ZNL,0
500006229,USD,1005,100010,R01,ZLF,"470,633"
500006230,EUR,1004,100283,R01,ZLF,0
500006231,USD,1004,100242,R01,ZLF,0
500006232,USD,1004,100317,R01,ZLF,0
500006233,USD,1001,100118,R01,ZLF,0
500006234,TWD,1006,1002,,ZNL,0
500006235,TWD,1002,1006,,ZNL,0
500006236,TWD,1002,1006,,ZNL,0
500006237,TWD,1003,100187,R01,ZLF,"85,575"
500006238,USD,1001,100118,R01,ZLF,0
500006239,USD,1001,100118,R01,ZLF,0
500006240,USD,1001,100118,R01,ZLF,0
500006241,USD,1001,100118,R01,ZLF,0
500006242,USD,1001,100118,R01,ZLF,0
500006243,USD,1005,100005,R01,ZLF,"612,601"
500006244,USD,1001,100118,R01,ZLF,0
500006245,TWD,1005,100004,R01,ZLF,0
500006246,TWD,1005,100379,R01,ZLF,0
500006247,TWD,1005,100008,R01,ZLF,"40,331"
500006248,TWD,1005,100012,R01,ZLF,"49,455"
500006249,TWD,1005,100018,R01,ZLF,0
500006250,EUR,1004,100271,R01,ZLF,0
500006251,USD,1005,100022,R01,ZLF,"819,961"
500006252,USD,1001,100118,R01,ZLF,0
500006253,USD,1001,100118,R01,ZLF,0
500006254,USD,1001,100118,R01,ZLF,0
500006255,TWD,1007,100052,R01,ZLF,0
500006256,TWD,1007,100042,R01,ZLF,0
500006257,TWD,1007,100372,R01,ZLF,0
500006258,USD,1003,100180,R01,ZLF,0
500006259,USD,1004,100268,R01,ZLF,0
500006260,USD,1005,100367,R01,ZLF,"34,728"
500006261,USD,1002,2002,,ZNLC,0
500006262,USD,2002,100213,R01,ZLF,0
500006263,USD,1001,100118,R01,ZLF,0
500006264,USD,1002,100200,R01,ZLF,0
500006265,USD,1002,100203,R01,ZLF,0
500006266,TWD,1001,100134,R01,ZLF,0
500006267,TWD,1001,100137,R01,ZLF,0
500006268,USD,2002,100207,R01,ZLF,0
500006269,USD,2002,100207,R01,ZLF,0
500006270,USD,1001,100118,R01,ZLF,0
500006271,USD,1001,100118,R01,ZLF,0
500006272,USD,1001,100118,R01,ZLF,0
500006273,USD,1001,100118,R01,ZLF,0
500006274,USD,1001,100118,R01,ZLF,0
500006275,USD,1001,100118,R01,ZLF,0
500006276,USD,1001,100118,R01,ZLF,0
500006277,USD,1001,100118,R01,ZLF,0
500006278,USD,1001,100118,R01,ZLF,0
500006279,USD,1001,100118,R01,ZLF,0
500006280,TWD,1005,100014,R01,ZLF,0
500006281,TWD,1005,100371,R01,ZLF,0
500006282,USD,2002,100213,R01,ZLF,0
500006283,USD,1005,100021,R01,ZLF,"212,016"
500006284,USD,1005,100021,R01,ZLF,"46,297"
500006285,USD,2002,100213,R01,ZLF,0
500006286,USD,1003,100366,R01,ZLF,0
500006287,TWD,1003,100188,R01,ZLF,0
500006288,USD,1003,100178,R01,ZLF,0
500006289,USD,1003,100179,R01,ZLF,0
500006290,USD,1003,100179,R01,ZLF,0
500006291,TWD,1006,1002,,ZNL,0
500006292,TWD,1006,1002,,ZNL,0
500006293,TWD,1005,100382,R01,ZLF,"70,970"
500006294,TWD,1001,100133,R01,ZLF,"201,445"
500006295,TWD,1001,100124,R01,ZLF,0
500006296,TWD,1001,100125,R01,ZLF,0
500006297,TWD,1005,100012,R01,ZLF,757
500006298,USD,1005,100020,R01,ZLF,"844,706"
500006299,USD,1002,2902,R99,ZLF,0
500006300,USD,2002,100207,R01,ZLF,0
500006301,USD,1004,100279,R01,ZLF,0
500006302,USD,1001,100118,R01,ZLF,0
500006303,USD,1001,100118,R01,ZLF,0
500006304,USD,1001,100118,R01,ZLF,0
500006305,USD,1001,100118,R01,ZLF,0
500006306,USD,1001,100118,R01,ZLF,0
500006307,USD,1001,100118,R01,ZLF,0
500006308,USD,1001,100118,R01,ZLF,0
500006309,USD,1001,100118,R01,ZLF,0
500006310,USD,1001,100118,R01,ZLF,0
500006311,USD,1001,100118,R01,ZLF,0
500006312,USD,1001,100118,R01,ZLF,0
500006313,USD,1001,100118,R01,ZLF,0
500006314,USD,1001,100118,R01,ZLF,0
500006315,USD,1001,100118,R01,ZLF,0
500006316,USD,1001,100118,R01,ZLF,0
500006317,USD,1001,100118,R01,ZLF,0
500006318,TWD,1005,100024,R01,ZLF,0
500006319,USD,1001,100118,R01,ZLF,0
500006320,USD,1001,100118,R01,ZLF,0
500006321,USD,1002,2902,R99,ZLF,0
500006322,USD,2002,100207,R01,ZLF,0
500006323,USD,1002,2902,R99,ZLF,0
500006324,USD,1002,2902,R99,ZLF,0
500006325,USD,2002,100207,R01,ZLF,0
500006326,USD,2002,100207,R01,ZLF,0
500006327,USD,1004,100273,R01,ZLF,0
500006328,TWD,1007,100042,R01,ZLF,0
500006329,USD,1003,100182,R01,ZLF,0
500006330,TWD,1005,100018,R01,ZLF,0
500006331,TWD,1005,100012,R01,ZLF,"59,115"
500006332,USD,1002,2002,,ZNLC,0
500006333,TWD,1011,1002,,ZNL,0
500006334,USD,1001,100161,R01,ZLF,"334,231"
500006335,USD,1001,100166,R01,ZLF,0
500006336,USD,1001,100166,R01,ZLF,0
500006337,TWD,1001,100127,R01,ZLF,0
500006338,USD,1002,2002,,ZNLC,0
500006339,USD,1002,2002,,ZNLC,0
500006340,USD,1002,2002,,ZNLC,0
500006341,USD,1002,2902,R99,ZLF,0
500006342,USD,1002,2902,R99,ZLF,0
500006343,USD,2002,100207,R01,ZLF,0
500006344,USD,2002,100207,R01,ZLF,0
500006345,TWD,1006,1002,,ZNL,0
500006346,TWD,1006,1002,,ZNL,0
500006347,USD,1002,2002,,ZNLC,0
500006348,USD,1004,100255,R01,ZLF,0
500006349,TWD,1005,100382,R01,ZLF,"3,150"
500006350,USD,1001,100118,R01,ZLF,0
500006351,USD,1001,100118,R01,ZLF,0
500006352,USD,1001,100118,R01,ZLF,0
500006353,USD,1001,100118,R01,ZLF,0
500006354,USD,1001,100118,R01,ZLF,0
500006355,USD,1001,100118,R01,ZLF,0
500006356,TWD,1002,1006,,ZNL,0
500006357,TWD,1002,1006,,ZNL,0
500006358,USD,1001,100118,R01,ZLF,0
500006359,USD,1004,100370,R01,ZLF,0
500006360,USD,1004,100305,R01,ZLF,"71,945"
500006361,USD,1004,100269,R01,ZLF,0
500006362,USD,2002,100207,R01,ZLF,0
500006363,USD,1001,100118,R01,ZLF,0
500006364,USD,1001,100118,R01,ZLF,0
500006365,USD,1001,100118,R01,ZLF,0
500006366,USD,1001,100118,R01,ZLF,0
500006367,USD,1001,100118,R01,ZLF,0
500006368,USD,1001,100118,R01,ZLF,0
500006369,USD,1001,100118,R01,ZLF,0
500006370,USD,1001,100118,R01,ZLF,0
500006371,USD,1001,100118,R01,ZLF,0
500006372,USD,1001,100118,R01,ZLF,0
500006373,USD,1005,100010,R01,ZLF,"13,243"
500006374,USD,1003,100179,R01,ZLF,0
500006375,TWD,1006,1002,,ZNL,0
500006376,TWD,1006,1002,,ZNL,0
500006377,USD,1004,100270,R01,ZLF,0
500006378,USD,1004,100281,R01,ZLF,0
500006379,USD,1004,100290,R01,ZLF,0
500006380,USD,1004,100293,R01,ZLF,"115,359"
500006381,USD,2002,100207,R01,ZLF,0
500006382,USD,2002,100213,R01,ZLF,0
500006383,USD,1001,100029,R01,ZLF,"931,623"
500006384,USD,1002,2002,,ZNLC,0
500006385,USD,1002,2002,,ZNLC,0
500006386,TWD,1001,100140,R01,ZLF,"329,937"
500006387,TWD,1005,100003,R01,ZLF,0
500006388,TWD,1005,100004,R01,ZLF,"32,708"
500006389,TWD,1005,100018,R01,ZLF,0
500006390,TWD,1005,100012,R01,ZLF,"33,798"
500006391,USD,1002,100200,R01,ZLF,0
500006392,USD,1001,100118,R01,ZLF,0
500006393,USD,1001,100118,R01,ZLF,0
500006394,USD,1001,100118,R01,ZLF,0
500006395,USD,1001,100118,R01,ZLF,0
500006396,USD,1001,100118,R01,ZLF,0
500006397,TWD,1007,100042,R01,ZLF,0
500006398,TWD,1007,100042,R01,ZLF,0
500006399,USD,1001,100118,R01,ZLF,0
500006400,TWD,1007,100042,R01,ZLF,0
500006401,USD,1001,100118,R01,ZLF,0
500006402,USD,1001,100118,R01,ZLF,0
500006403,USD,1001,100118,R01,ZLF,0
500006404,USD,1001,100118,R01,ZLF,0
500006405,USD,1001,100118,R01,ZLF,0
500006406,USD,1001,100118,R01,ZLF,0
500006407,TWD,1011,1002,,ZNL,0
500006408,USD,1002,2902,R99,ZLF,0
500006409,USD,1001,100172,R01,ZLF,0
500006410,USD,1001,100118,R01,ZLF,0
500006411,USD,2002,100207,R01,ZLF,0
500006412,TWD,1005,100015,R01,ZLF,"104,801"
500006413,TWD,1006,100321,R01,ZLF,"166,950"
500006414,USD,1001,100161,R01,ZLF,"332,364"
500006415,USD,2002,100207,R01,ZLF,0
500006416,USD,1001,100161,R01,ZLF,"141,187"
500006417,TWD,1001,100133,R01,ZLF,"17,530"
500006418,USD,1001,100118,R01,ZLF,0
500006419,TWD,1007,100097,R01,ZLF,0
500006420,USD,1001,100118,R01,ZLF,0
500006421,TWD,1007,100054,R01,ZLF,0
500006422,TWD,1007,100054,R01,ZLF,0
500006423,TWD,1007,100054,R01,ZLF,0
500006424,TWD,1007,100105,R01,ZLF,0
500006425,TWD,1001,100137,R01,ZLF,0
500006426,TWD,1005,100371,R01,ZLF,0
500006427,TWD,1005,100008,R01,ZLF,"32,907"
500006428,TWD,1005,100385,R01,ZLF,"49,812"
500006429,USD,1001,100118,R01,ZLF,0
500006430,USD,1001,100118,R01,ZLF,0
500006431,USD,1003,100179,R01,ZLF,0
500006432,USD,1003,100366,R01,ZLF,0
500006433,USD,1003,100178,R01,ZLF,0
500006434,TWD,1005,100382,R01,ZLF,"30,324"
500006435,USD,1005,100021,R01,ZLF,"47,298"
500006436,USD,1004,100242,R01,ZLF,0
500006437,USD,2002,100213,R01,ZLF,0
500006438,USD,2002,100207,R01,ZLF,0
500006439,TWD,1002,1007,,ZNL,0
500006440,TWD,1002,1007,,ZNL,0
500006441,TWD,1005,1100,R99,ZLF,0
500006442,TWD,1002,1006,,ZNL,0
500006443,USD,1007,100036,R01,ZLF,0
500006444,USD,1007,100036,R01,ZLF,0
500006445,USD,1001,100118,R01,ZLF,0
500006446,TWD,1005,100011,R01,ZLF,0
500006447,TWD,1005,100014,R01,ZLF,0
500006448,USD,1001,100118,R01,ZLF,0
500006449,TWD,1011,1002,,ZNL,0
500006450,USD,1005,100022,R01,ZLF,"1,467,704"
500006451,TWD,1005,100018,R01,ZLF,0
500006452,TWD,1005,100012,R01,ZLF,"65,856"
500006453,TWD,1005,100024,R01,ZLF,0
500006454,TWD,1011,1002,,ZNL,0
500006455,USD,2002,100207,R01,ZLF,0
